"Combo","mean_delta","p.value","statistic","conf.low","conf.high","p_adj"
"Phe.4mM...Iso.4mM",0.794743953273489,0.00671042558049447,6.72559962945121,0.418683810373166,1.17080409617381,0.0100656383707417
"Phe.4mM..Thr.4mM",0.937821728864607,0.00194488109004812,10.3123090905355,0.648403784751669,1.22723967297755,0.00583464327014437
"Thr.4mM...Iso.4mM",0.602182240589734,0.0181460101630377,4.70714209708196,0.195053539745908,1.00931094143356,0.0181460101630377
